generation,leftchild,rightchild,abstime,betainit,betashift
1000000,Poecilocoris,NA,398.89,0.000560085,0.00123864
1000000,Hypselosoma,NA,457.587,0.0301376,-0.000171859
1000000,Sigara,NA,340.319,0.00548014,-0.00260126
1000000,Pulvinaria,Ceroplastes,374.804,0.0054309,0.00197095
1000000,Icerya,NA,465.822,0.0289757,0.00439504
1000000,Thrips,Frankliniella,229.081,0.00539428,0.00423806
1000000,Trinoton,NA,463.11,0.000878952,0.0023968
1000000,Reduvius,NA,386.397,0.000863733,0.00419712
1000000,Sigara,NA,321.202,0.00388833,0.00252164
1000000,Gomphocerippus,NA,444.314,0.00178917,-0.00094484
1000000,Cylindraustralia,NA,357.865,0.0076734,0.00141354
1000000,Deinacrida,NA,310.916,0.0166762,0.00335252
1000000,Cultus,NA,432.686,0.0133089,0.00233603
1000000,Suwallia,NA,326.199,0.0164486,-0.00197756
1000000,Perla,Dinocras,289.141,0.000612633,0.00126739
1000000,Dinotoperla,NA,379.869,0.00979334,-0.000628613
1000000,Caenis,Oligoneuriella,200.847,0.00313566,-0.00118798
1000000,Paraphasma,NA,471.756,0.0117043,0.00499419
1000000,Drunella,Caurinella,262.645,0.00670346,0.0022236
1000000,Leucrocuta,NA,408.263,0.0141905,0.000815109
1000000,Torleya,Neoephemera,156.954,0.000196642,0.00092299
1000000,Potamanthus,NA,381.019,0.0066789,0.00447755
1000000,Leschenaultia,Thermobia,44.2158,0.0031393,-0.00294095
1000000,Heteromurus,NA,255.116,0.00827333,-0.00325114
2000000,Leschenaultia,Isotoma,0,0.00665804,0
2000000,Protophormia,NA,452.741,0.011503,-0.0020193
2000000,Polietes,Mesembrina,356.385,0.00418534,0.0017111
2000000,Chamaepsila,NA,471.124,0.0148761,0.0017571
2000000,Sepsis,NA,432.441,1.18775e-05,0.00274485
2000000,Pseudacteon,Lonchoptera,287.642,0.0152996,-0.00252847
2000000,Saperda,NA,368.856,0.00220697,0.00377408
2000000,Opomyza,Geomyza,297.32,0.000397307,-0.00228942
2000000,Panorpa,NA,478.996,0.0030115,0.000826252
2000000,Bittacus,NA,379.564,0.0075017,0.00359694
2000000,Thestor,NA,376.5,0.000268757,0.00454564
2000000,Nathalis,NA,452.05,0.00229124,0.00126569
2000000,Zizeeria,Pseudopieris,286.488,0.000805559,-0.00223007
2000000,Numenes,NA,350.419,0.0243322,-0.0055639
2000000,Tischeria,Coptotriche,345.759,0.00756839,-0.000648149
2000000,Hydroptila,NA,440.993,0.0254665,-0.00211361
2000000,Diabrotica,NA,478.845,0.00581095,-0.00316429
2000000,Zootermopsis,NA,399.72,0.0125993,-0.00127601
2000000,Leptura,Strangalia,338.658,0.0200726,-0.00129225
2000000,Hylobius,Ceutorhynchus,375.068,0.00456128,-0.00378493
2000000,Tongamya,NA,388.034,0.00198037,-0.00358673
2000000,Cyllodes,Cryptolestes,247.415,0.00968821,0.00110816
2000000,Litargus,Pelecotoma,323.285,0.0208999,-0.00389157
2000000,Pimelia,NA,423.48,0.00689044,0.00416185
2000000,Leiochrodes,NA,467.797,0.051216,0.000972831
2000000,Pinodytes,NA,399.294,0.00952707,6.76305e-05
2000000,Megarthrus,NA,355.731,0.0087364,0.00347847
2000000,Blackbolbus,NA,317.795,0.0180625,0.000389804
2000000,Neocylloepus,Protaetia,355.388,0.0233266,-0.000913335
2000000,Pelidnota,NA,423.434,0.0127842,-0.00193163
2000000,Pelidnota,Heterocerus,255.945,0.00670816,-0.00223514
2000000,Abax,NA,478.817,0.00536126,-0.00231257
2000000,Dytiscus,NA,412.679,0.0289976,-0.00261494
2000000,Stylops,Halictophagus,195.314,0.00926593,0.00225255
2000000,Euaspis,NA,443.979,0.0330534,-0.00202091
2000000,Centris,NA,411.669,0.00265662,0.000567033
2000000,Gerris,NA,426.878,0.0080683,-0.00149204
2000000,Trichogrammatoidea,NA,450.443,0.00121731,2.11058e-05
2000000,Paratrechina,NA,388.397,0.00561589,-0.00100765
2000000,Ampulex,NA,231.545,0.00768692,-0.00062757
2000000,Ampulex,NA,402.309,0.013047,0.00510205
2000000,Odontocolon,Ischnoceros,297.827,0.015813,3.38609e-05
2000000,Torymus,NA,438.725,0.00890445,-0.00226022
2000000,Perilampus,Monacon,357.608,0.00456878,0.00307146
2000000,Pseudometagea,NA,462.66,0.0255869,0.00192022
2000000,Cynips,Andricus,339.608,0.014611,0.00364789
2000000,Orius,NA,478.83,0.00636256,-0.00403247
2000000,Pteroptrix,NA,370.014,0.0198042,0.00239486
2000000,Ceratosolen,NA,404.329,0.0516011,-0.000771709
2000000,Pachyprotasis,Runaria,143.349,0.000664009,0.000326953
2000000,Lachesilla,Archipsocopsis,173.61,0.0216906,0.00119891
2000000,Leschenaultia,Menacanthus,114.982,0.00510058,-0.00337907
2000000,Notostira,Lygus,286.447,0.00434562,0.00154148
2000000,Teleonemia,NA,400.658,0.00210348,-0.0022247
2000000,Reduvius,NA,475.134,0.0168531,-0.00353402
2000000,Linshcosteus,Reduvius,256.328,0.00168297,0.00137581
2000000,Piesma,NA,287.465,0.0220216,-0.00214205
2000000,Mictis,Notobitus,265.167,0.0025551,-0.00142896
2000000,Stictopleurus,NA,354.619,0.00631114,7.76873e-05
2000000,Megamelus,NA,397.483,0.0146558,2.98506e-07
2000000,Pulvinaria,Icerya,212.781,0.0652268,-0.00264611
2000000,Bactericera,NA,350.724,0.0275079,0.00235378
2000000,Thrips,Haplothrips,177.214,0.0182949,-0.0041184
2000000,Eurycantha,NA,437.077,0.0178539,-0.000931894
2000000,Haaniella,NA,406.728,0.0152245,-0.00198028
2000000,Microtermes,NA,434.471,0.00405561,0.00120457
2000000,Lamproblatta,NA,366.21,8.26717e-05,-0.0018647
2000000,Lamproblatta,NA,371.907,0.00208917,-0.00283097
2000000,Cyrtacanthacris,Romalea,259.059,0.000572141,-0.0030576
2000000,Cylindraustralia,NA,472.959,0.00708448,0.0014216
2000000,Acroneuria,NA,394.464,0.0087442,0.00124352
2000000,Newmanoperla,NA,473.486,0.0033861,0.00176745
2000000,Tsalia,NA,452.499,0.00165114,-0.000535927
2000000,Oligoneuriella,NA,274.263,0.0394749,0.00115408
2000000,Leucrocuta,NA,451.308,0.0139888,-0.00024198
2000000,Torleya,Siphloplecton,171.444,0.000186296,0.00102875
2000000,Siphlonurus,NA,225.842,0.0360635,-0.0041803
2000000,Baetis,NA,370.546,0.00163129,0.00202935
2000000,Derlethina,NA,380.557,0.00221894,-0.000410081
2000000,Pentathemis,NA,465.782,0.0145931,-0.00259093
2000000,Synthemis,NA,324.311,0.0240076,0.000109186
2000000,Petrobius,NA,462.696,0.00627252,-0.00377227
2000000,Leschenaultia,Lepidocampa,9.95191,0.0036775,-0.00325778
3000000,Leschenaultia,Isotoma,0,0.00108011,0.000158821
3000000,Exorista,NA,450.505,0.00676285,-0.000643005
3000000,Protocalliphora,NA,433.747,0.0149379,-0.00271034
3000000,Aldrichina,NA,347.905,0.00895026,-0.00171389
3000000,Auchmeromyia,NA,356.884,0.00653947,0.00450323
3000000,Lasiomma,NA,433.94,0.00192586,-0.00271277
3000000,Cyphomyrmex,NA,445.823,0.00176431,0.00159583
3000000,Polietes,Mesembrina,449.86,0.00254931,0.00214806
3000000,Phytobia,NA,478.65,0.0108693,0.000902764
3000000,Lissocephala,NA,357.898,0.00422601,-0.00176763
3000000,Myopa,NA,449.026,0.0152618,-0.00114205
3000000,Aulacigaster,NA,468.785,0.00568937,0.00308996
3000000,Fergusonina,NA,318.403,0.00358792,-0.000291282
3000000,Rivellia,NA,365.131,0.00840532,-0.00160794
3000000,Compsobata,Chamaepsila,358.712,0.0055426,0.00172988
3000000,Zodion,NA,429.099,0.00773075,0.00229763
3000000,Pseudacteon,Lonchoptera,268.224,0.010359,0.00315638
3000000,Dioctria,NA,394.85,0.0142929,-0.00274655
3000000,Mansonia,NA,412.558,0.00177107,0.000344733
3000000,Chaoborus,NA,294.955,0.0075497,0.00211297
3000000,Tipula,NA,476.635,0.00142184,0.00630715
3000000,Anthocharis,NA,370.357,0.00313558,-5.65178e-05
3000000,Epitedia,NA,428.431,0.0132246,-0.000420913
3000000,Danaus,NA,476.27,4.28982e-06,-0.00277127
3000000,Danaus,NA,463.741,0.0165004,-0.00160941
3000000,Zizeeria,Pseudopieris,284.494,0.00103735,-0.00309722
3000000,Prionoxystus,NA,445.531,0.00249829,-0.0010697
3000000,Tischeria,NA,461.111,0.0525967,0.00075524
3000000,Tischeria,Coptotriche,319.001,0.023716,0.00443308
3000000,Zizeeria,Gumaga,192.609,0.00406469,-0.0019354
3000000,Coptocephala,NA,462.228,0.000989676,0.00562675
3000000,Mylassa,NA,429.397,0.000572803,0.0017198
3000000,Leptura,Prionus,291.807,0.0420801,-0.000983952
3000000,Chaetoptelius,NA,417.486,0.0178398,0.00307493
3000000,Hylobius,NA,434.455,0.0133625,-0.00167294
3000000,Lytta,Tribolium,262.785,0.00476053,0.00258981
3000000,Gonocephalum,NA,306.223,0.0301315,0.00276656
3000000,Gnathocerus,NA,315.498,0.00534265,-0.00163411
3000000,Rhyzopertha,NA,313.114,0.0113235,0.00240036
3000000,Gabrius,NA,331.483,0.00131002,0.0019616
3000000,Neobisnius,NA,318.481,0.00776869,0.000965884
3000000,Derallus,NA,435.064,0.01976,-0.00131833
3000000,Berosus,NA,383.043,0.021339,0.000799708
3000000,Enochrus,NA,470.616,0.00316991,0.00317416
3000000,Blackbolbus,NA,292.782,0.0121959,0.000458292
3000000,Phaenonotum,NA,348.58,0.0015247,-0.00319268
3000000,Rhagophthalmus,Agriotes,355.819,0.0236243,-0.000414342
3000000,Protaetia,NA,380.211,0.0199533,-0.00215967
3000000,Pelidnota,Heterocerus,370.385,0.013711,0.000553106
3000000,Chlaenius,Amara,301.192,0.00239269,0.00238621
3000000,Apis,NA,370.869,0.00471999,-0.000181619
3000000,Neofidelia,NA,387.071,0.0286399,0.000897738
3000000,Eciton,NA,478.095,0.000717025,9.51655e-05
3000000,Ceratosolen,NA,408.727,0.0252673,-0.00216731
3000000,Xeris,NA,388.823,0.000303997,-0.00342902
3000000,Blepharidopterus,NA,369.981,0.00259373,-0.00274476
3000000,Enithares,NA,414.846,0.00183112,0.00255323
3000000,Tremex,NA,392.549,0.00234995,0.00340579
3000000,Leschenaultia,Oreopasites,119.841,0.00423438,-0.00337907
3000000,Belminus,NA,314.488,0.0242888,-0.00190944
3000000,Gerris,NA,391.522,0.00401055,-0.00512876
3000000,Pulvinaria,Icerya,217.361,0.0461418,-0.00420723
3000000,Haplothrips,NA,248.904,0.00338039,-0.00120675
3000000,Stylops,Halictophagus,194.638,0.0117008,0.00237442
3000000,Oreopasites,NA,439.958,0.0050176,-0.00126877
3000000,Leucrocuta,NA,462.858,0.00593617,0.00101576
3000000,Eurytoma,NA,381.928,0.0108072,-0.0015863
3000000,Hylaeus,Colletes,365.189,0.00431691,0.000134019
3000000,Ammophila,NA,300.443,0.00226302,0.00345954
3000000,Anoplius,Irenangelus,322.415,0.00386285,0.00188669
3000000,Ashmeadiella,NA,434.107,0.0053508,0.000827055
3000000,Hoplitis,NA,359.48,0.000654857,0.00235204
3000000,Pachycondyla,NA,419.866,0.00252442,-0.0043382
3000000,Bracon,Maxfischeria,301.188,0.0175336,-0.000190288
3000000,Leucospis,NA,363.831,0.0351449,-0.00200509
3000000,Aiolomorphus,Cales,262.581,0.00463947,-0.000425479
3000000,Cynips,Andricus,317.085,0.024582,-0.00174022
3000000,Runaria,NA,397.681,0.000409766,0.00114767
3000000,Megamelus,NA,474.019,0.0014212,-0.00418632
3000000,Archipsocopsis,NA,237.114,0.0169003,-0.0016238
3000000,Polyozus,NA,455.803,0.0207936,0.000509961
3000000,Bryocoris,Pseudoloxops,303.874,0.00243795,0.00383258
3000000,Bryocoris,Pseudoloxops,336.794,0.00271145,0.00171475
3000000,Orius,NA,304.055,0.00448236,-0.000908668
3000000,Prostemma,NA,244.204,0.00283401,-0.00271406
3000000,Dysdercus,NA,368.29,0.00394868,0.00236566
3000000,Poecilocoris,NA,394.628,0.00740452,0.00179387
3000000,Gerris,NA,359.945,0.00889913,0.001279
3000000,Hesperocorixa,NA,289.456,0.000446772,-0.00162816
3000000,Tylopsis,NA,364.881,0.00430341,-0.0020412
3000000,Diapheromera,NA,471.116,0.0117437,-0.00168444
3000000,Pycnoscelus,NA,350.69,0.00142634,-0.00338134
3000000,Waldheimia,NA,400.96,0.00283697,-0.00191551
3000000,Thrips,Frankliniella,218.462,0.0164002,0.00313992
3000000,Leiopus,NA,381.314,0.00127514,-0.00353275
3000000,Lethocerus,NA,443.87,0.0285088,0.00281246
3000000,Synuchus,Laemostenus,314.697,0.0129548,-0.00133146
3000000,Galloisiana,NA,450.899,0.00730203,-0.00188076
3000000,Romalea,NA,374.667,0.0160515,-0.00408245
3000000,Cyrtacanthacris,Romalea,257.035,0.000268807,-0.0030576
3000000,Haplotropis,NA,408.35,0.0179434,0.00176089
3000000,Motuweta,NA,421.551,0.0022365,0.000248175
3000000,Chloroperla,NA,291.238,0.0219089,-0.00280264
3000000,Triznaka,NA,366.771,0.00227813,-0.00613082
3000000,Claassenia,NA,476.796,0.00442374,0.00085566
3000000,Dinotoperla,NA,419.607,0.0282737,0.00374649
3000000,Diura,Illiesoperla,227.075,0.000537141,0.0032473
3000000,Megacrania,Forficula,170.86,0.00297455,-0.0017153
3000000,Caudatella,NA,417.978,0.00681111,0.000418657
3000000,Oligoneuriella,NA,307.256,0.00522215,0.0034324
3000000,Torleya,Neoephemera,153.866,0.000207984,0.00102875
3000000,Behningia,NA,389.391,0.027724,1.96029e-06
3000000,Macrogalea,NA,453.894,0.0272998,0.00290859
3000000,Cordulia,NA,384.57,0.000462571,0.00138474
3000000,Leschenaultia,Lepidocampa,11.4267,0.0025908,-0.00325778
3000000,Isotoma,NA,321.889,0.0204172,0.0012745
4000000,Leschenaultia,Isotoma,0,0.00568955,-0.00240385
4000000,Frontiniella,NA,439.618,0.0115562,-0.00422302
4000000,Cochliomyia,NA,378.985,0.00288937,-0.0029424
4000000,Protophormia,Cochliomyia,316.283,0.000134726,-0.000737304
4000000,Polietes,Mesembrina,404.679,0.0162295,0.00129514
4000000,Baccha,NA,446.861,0.00677216,-0.00176964
4000000,Ditomyia,NA,432.004,0.0147668,-0.00399907
4000000,Conorhinopsylla,NA,374.583,0.00167827,0.00103422
4000000,Deudorix,NA,435.266,0.00920511,-0.00224271
4000000,Numenes,NA,442.291,0.00577398,0.00231071
4000000,Pseudacteon,Megaselia,310.914,0.00899363,0.00318309
4000000,Dieuches,NA,467.199,0.00137069,0.0012054
4000000,Danaus,NA,435.92,0.00645512,-0.000821457
4000000,Eurema,NA,450.716,0.00464521,0.000916287
4000000,Anterhynchium,NA,405.01,0.00452315,0.00758966
4000000,Utaperla,NA,419.219,0.00861161,4.08605e-05
4000000,Mylothris,NA,447.087,0.0050646,0.00131417
4000000,Leptosia,NA,459.786,0.00454776,0.000361851
4000000,Zizeeria,Graphium,281.956,0.00138365,-0.00309722
4000000,Antheraea,NA,425.619,0.00889951,0.000755069
4000000,Hylobius,NA,401.288,0.00609172,0.00399208
4000000,Auletobius,NA,444.794,0.0116417,0.00147819
4000000,Corcyra,NA,437.793,0.00627186,0.00120798
4000000,Tischeria,Nemophora,291.913,0.00875506,0.00224304
4000000,Neomicropteryx,NA,476.486,0.00665664,0.00288659
4000000,Zizeeria,Gumaga,214.363,0.00549288,-0.00189088
4000000,Leptura,Prionus,293.37,0.0241073,-0.00563295
4000000,Anthonomus,NA,460.79,0.00548866,-0.00355008
4000000,Helota,NA,387.778,0.0257562,-0.000530323
4000000,Litargus,Pelecotoma,333.94,0.0599027,-0.00484067
4000000,Blaps,NA,430.124,0.019749,-0.00133248
4000000,Oiceoptoma,NA,352.643,0.000796307,-0.00164571
4000000,Nicrophorus,NA,342.575,0.0251988,-0.000768061
4000000,Tachyporus,NA,466.213,0.0126641,-0.00177262
4000000,Cyclocephala,NA,466.921,0.0148306,0.0033909
4000000,Blackbolbus,NA,376.53,0.0161053,-0.00145816
4000000,Psephenus,Agrilus,236.055,0.00943989,-0.00124512
4000000,Carabus,NA,396.124,0.0109045,0.00176594
4000000,Acilius,Hydaticus,427.547,0.02115,-8.16252e-05
4000000,Euaspis,NA,466.394,0.00860274,0.00395482
4000000,Eulophus,NA,474.08,0.0290681,0.00119912
4000000,Pnigalio,Elasmus,335.965,0.00019148,0.00144744
4000000,Eulophus,Aprostocetus,233.881,0.000737844,-0.00263198
4000000,Chrysolampus,NA,463.174,0.0134258,0.00189187
4000000,Conura,NA,312.517,0.0172282,0.000803001
4000000,Ceratosolen,NA,345.787,0.0160522,-0.00223746
4000000,Pteromalus,Coelopisthia,279.303,0.00489312,-0.00143293
4000000,Cynips,Andricus,409.356,0.022877,-0.00146044
4000000,Alloxysta,NA,369.414,0.0232499,-0.00190039
4000000,Aganaspis,NA,394.075,0.0430638,0.00242411
4000000,Leschenaultia,Oreopasites,122.958,0.00468957,-0.00337907
4000000,Pachyprotasis,Runaria,142.032,0.000780946,0.000599277
4000000,Platygaster,Fidiobia,248.086,0.00623382,0.000689869
4000000,Hartigia,Janus,317.83,0.00163689,-0.000523024
4000000,Archipsocopsis,NA,255.538,0.0360829,0.00277688
4000000,Pseudoloxops,NA,406.918,0.01032,-0.00422092
4000000,Neurocolpus,NA,372.994,0.00943975,-0.00354173
4000000,Ectrichodia,Ectrychotes,303.663,0.0011342,-0.00122191
4000000,Aposthonia,NA,412.398,0.0191628,0.00210747
4000000,Cnizocoris,NA,312.625,0.00433464,-0.00170463
4000000,Belostoma,Ochterus,223.915,0.00804318,-0.00215316
4000000,Pulvinaria,Icerya,223.317,0.0116745,0.000133391
4000000,Haplothrips,NA,361.098,0.00269882,-0.000467949
4000000,Thrips,Haplothrips,155.683,0.0139533,-0.00192904
4000000,Libethra,Oreophoetes,373.072,0.00325812,0.00185023
4000000,Panesthia,NA,450.273,0.00256276,-0.00249569
4000000,Tristria,NA,342.299,0.000499648,-0.0018359
4000000,Spathosternum,NA,429.016,0.00957992,0.00158038
4000000,Cyrtacanthacris,Pyrgomorpha,249.928,0.000474404,-0.00183144
4000000,Tettigonia,NA,403.291,0.00876694,0.0014399
4000000,Triznaka,NA,366.783,0.0068966,0.00106004
4000000,Perla,NA,395.745,0.00660633,-0.00219663
4000000,Pteronarcys,NA,396.623,0.00498479,0.00505714
4000000,Diura,Illiesoperla,229.141,0.000508845,0.00154382
4000000,Doddsia,NA,294.816,0.00549806,0.00152633
4000000,Megacrania,Forficula,105.966,0.00407988,-0.00262111
4000000,Muscina,NA,436.257,0.00171743,-0.00259799
4000000,Oligoneuriella,NA,349.675,0.00585773,0.00314587
4000000,Leucrocuta,NA,431.059,0.0238115,0.00278176
4000000,Torleya,Neoephemera,157.167,0.000257377,-0.00208311
4000000,Ephemera,NA,364.256,0.000460996,-0.00274066
4000000,Diplacodes,NA,424.105,0.0152802,0.0018064
4000000,Erythemis,NA,438.484,0.00916224,0.00195915
4000000,Hemicordulia,Procordulia,314.155,0.00158151,0.00389035
4000000,Petrobius,NA,385.754,0.00400092,0.000646557
4000000,Leschenaultia,Petrobius,36.0992,0.00269062,-0.00325778
4000000,Isotoma,NA,235.084,0.0435634,-0.00168597
5000000,Leschenaultia,Isotoma,0,0.00370289,-0.00155813
5000000,Polietes,Mesembrina,360.84,0.00938954,-0.00331531
5000000,Musca,NA,388.192,0.0145156,0.000460155
5000000,Liriomyza,NA,422.828,0.00233611,0.00196777
5000000,Phytobia,Liriomyza,312.944,0.0281061,-0.00408563
5000000,Opomyza,NA,352.283,0.00279702,0.00391548
5000000,Physocephala,Dryomyza,389.15,0.00744519,-0.00265305
5000000,Eupeodes,NA,442.036,0.00299298,-0.00423371
5000000,Pseudacteon,Lonchoptera,266.162,0.0311682,0.00318309
5000000,Efferia,NA,398.234,0.00219904,-0.00253256
5000000,Diadocidia,NA,432.139,0.0003902,-0.00323926
5000000,Bittacus,NA,462.856,0.00200545,0.000863628
5000000,Phlyaria,NA,402.538,0.00711237,0.0014968
5000000,Pararge,NA,477.149,0.0109034,-4.12736e-05
5000000,Leptidea,NA,464.87,0.00047617,-0.000349869
5000000,Zizeeria,Pseudopieris,286.591,0.000917587,-0.00309722
5000000,Parides,NA,429.387,0.016019,0.000904884
5000000,Geometra,NA,423.481,0.0114738,0.0015065
5000000,Grapholita,NA,322.055,0.0401102,0.00071921
5000000,Phyllonorycter,NA,352.236,0.00140624,0.00230195
5000000,Tischeria,NA,373.446,0.0230368,0.00283262
5000000,Pachybrachis,NA,470.459,0.00263073,-0.00291287
5000000,Monochamus,Agapanthia,358.285,0.00385535,-8.28897e-05
5000000,Leptura,Prionus,300.944,0.013399,-0.00191442
5000000,Cryptolestes,NA,372.116,0.00157886,0.00141769
5000000,Xanthopygus,NA,371.608,0.0240606,-0.000793438
5000000,Derallus,NA,446.105,0.0121824,0.000887877
5000000,Hylobius,NA,415.484,0.00960133,-0.00082841
5000000,Sericinus,NA,470.13,0.0244532,0.00186501
5000000,Helota,NA,345.552,0.0235342,0.000358306
5000000,Tasgius,NA,404.112,0.00230338,-0.00116448
5000000,Litargus,Pelecotoma,308.136,0.0180434,-0.00010047
5000000,Philonthus,NA,352.295,0.0216852,0.000541592
5000000,Trypoxylus,NA,363.269,0.00532984,0.000334687
5000000,Trypoxylus,NA,392.644,0.0036822,0.000574767
5000000,Blackbolbus,NA,349.806,0.010555,0.00179543
5000000,Cybocephalus,Epierus,252.02,0.00502815,-0.00133512
5000000,Pachyteles,NA,402.768,0.00311022,-0.00395918
5000000,Psephenus,Agrilus,217.455,0.0227604,0.00171711
5000000,Laemostenus,NA,410.696,0.0136102,-0.00317669
5000000,Harpalus,Dicheirotrichus,284.964,0.00745835,-0.00400405
5000000,Acilius,Hydaticus,395.528,0.0379153,-0.00372214
5000000,Stylops,Halictophagus,212.876,0.0246186,0.00298102
5000000,Caenoprosopina,NA,410.888,0.0067374,-0.00322235
5000000,Augochloropsis,NA,331.627,0.000328763,-0.000443839
5000000,Perdita,NA,333.978,0.0125462,0.000885419
5000000,Auplopus,NA,448.216,0.000370874,-0.00238501
5000000,Carausius,NA,461.505,0.00181111,-0.00102332
5000000,Microctonus,NA,407.754,0.00495903,-0.00165376
5000000,Ateleute,Aphanistes,286.209,0.0101838,-0.000935874
5000000,Eulophus,Pnigalio,298.163,0.00533723,-0.00133169
5000000,Pnigalio,NA,408.822,0.006347,-0.000851706
5000000,Leucospis,NA,387.183,0.0265396,-0.000915597
5000000,Ceratosolen,NA,370.938,0.0116739,-0.0039334
5000000,Spalangia,NA,418.922,0.0535654,-0.00139619
5000000,Stilbula,NA,438.608,0.00320556,-0.00925487
5000000,Cynips,Andricus,407.058,0.00477039,0.00139738
5000000,Callaspidia,NA,441.154,0.00209637,0.00278403
5000000,Kleidotoma,NA,409.499,5.45623e-05,-0.00215323
5000000,Anacharis,NA,450.883,0.00994673,-0.00127925
5000000,Telenomus,Trissolcus,297.095,0.00115525,-0.000542731
5000000,Stromboceros,NA,449.167,0.000727743,-0.000712014
5000000,Pachyprotasis,Sterictiphora,192.336,0.000915739,-0.00111965
5000000,Leschenaultia,Oreopasites,128.052,0.00445359,-0.00337907
5000000,Archipsocopsis,NA,227.702,0.00863644,0.000330228
5000000,Campylomma,NA,455.532,0.00737738,0.00128553
5000000,Dictyonota,NA,438.91,0.00224679,-0.00175632
5000000,Peirates,NA,446.05,0.00975033,0.0020501
5000000,Isyndus,NA,297.846,0.0031152,-0.000891818
5000000,Ectrichodia,Empicoris,259.755,0.00797259,-0.00141271
5000000,Notobitus,NA,364.906,0.00142661,-0.00416066
5000000,Rhopalus,NA,446.58,0.0448682,-0.00164143
5000000,Riptortus,NA,430.038,0.0159914,0.000707162
5000000,Erthesina,Brochymena,322.1,0.0085766,-0.00171359
5000000,Pulvinaria,Ceroplastes,410.218,0.031721,-0.00230417
5000000,Aulonium,NA,388.186,0.0144968,-4.45455e-05
5000000,Ogmograptis,NA,386.83,0.00291996,-0.0011884
5000000,Diura,Illiesoperla,227.788,0.000419509,0.00154382
5000000,Brochymena,NA,463.872,0.0210917,0.000134833
5000000,Coptosoma,NA,474.021,0.00583628,-0.00156071
5000000,Thaumastella,NA,404.963,0.0227619,0.000884231
5000000,Saldula,NA,347.429,0.0071741,-0.00120848
5000000,Icerya,Drosicha,347.606,0.0148744,0.000157442
5000000,Thrips,Haplothrips,140.806,0.020208,0.00112188
5000000,Phenacephorus,NA,464.889,0.000773653,-0.00368239
5000000,Sipyloidea,NA,469.39,0.00404912,0.00034637
5000000,Rhamphosipyloidea,NA,424.797,0.00941606,0.00292376
5000000,Therea,NA,418.047,0.00145199,-0.000442865
5000000,Cyrtacanthacris,Pyrgomorpha,250.357,0.000307324,-0.00183144
5000000,Triznaka,NA,422.858,0.00268366,-0.000406801
5000000,Haploperla,NA,359.396,0.0229495,-0.00379207
5000000,Sciara,Lycoriella,333.178,0.0343694,0.00106228
